place name,type of impact,impact place relation,modifier place relation,severity impact relation,item impact relation,tweet text,impact category,geometry
Nepal,Wash Away,Nepal wash away,in Nepal,,homes wash away,"180 dead as floods wash away homes in Nepal, India: Authorities in Nepal and neighbouring India sent food,... http://t.co/dhtLDjXddL",Flood,POINT (84 28)
India,Death Toll,India Death toll,in India,,,Death toll from 3 days of flooding and torrential rain in Nepal and India rises to more than 1... http://t.co/r9ZjBDcHop #breaking #news,Death,POINT (79 22)
Nepal,Death Toll,Nepal Death toll,in Nepal,,,Death toll from 3 days of flooding and torrential rain in Nepal and India rises to more than 1... http://t.co/r9ZjBDcHop #breaking #news,Death,POINT (84 28)
Nepal,Dead,Nepal Dead,in Nepal,180 Dead,,"World #India #Brahmaputra_River #Communist_Party_of_Nepal_Maoist 180 Dead As Floods Wash Away Homes in Nepal, India http://t.co/2m6qJxCOW6",Death,POINT (84 28)
India,Wash Away,India Wash Away,in India,,Homes Wash Away,"World #India #Brahmaputra_River #Communist_Party_of_Nepal_Maoist 180 Dead As Floods Wash Away Homes in Nepal, India http://t.co/2m6qJxCOW6",Flood,POINT (79 22)
India,Dead,India Dead,in India,180 Dead,,"World #India #Brahmaputra_River #Communist_Party_of_Nepal_Maoist 180 Dead As Floods Wash Away Homes in Nepal, India http://t.co/2m6qJxCOW6",Death,POINT (79 22)
Nepal,Wash Away,Nepal Wash Away,in Nepal,,Homes Wash Away,"World #India #Brahmaputra_River #Communist_Party_of_Nepal_Maoist 180 Dead As Floods Wash Away Homes in Nepal, India http://t.co/2m6qJxCOW6",Flood,POINT (84 28)
Nepal,Death Toll,Nepal death toll,in #Nepal,180 death toll,,"World 180 Dead As Floods Wash Away Homes in #Nepal, #India: #KATMANDU, Nepal— The death toll from three days of... http://t.co/TGmZEgckrb",Death,POINT (84 28)
Nepal,Wash Away,#Nepal Wash Away,in #Nepal,,Homes Wash Away,"World 180 Dead As Floods Wash Away Homes in #Nepal, #India: #KATMANDU, Nepal— The death toll from three days of... http://t.co/TGmZEgckrb",Flood,POINT (84 28)
Nepal,Dead,Nepal Dead,in #Nepal,180 Dead,,"World 180 Dead As Floods Wash Away Homes in #Nepal, #India: #KATMANDU, Nepal— The death toll from three days of... http://t.co/TGmZEgckrb",Death,POINT (84 28)
Nepal,Wash Away,Nepal Wash Away,in #Nepal,,Homes Wash Away,"World 180 Dead As Floods Wash Away Homes in #Nepal, #India: #KATMANDU, Nepal— The death toll from three days of... http://t.co/TGmZEgckrb",Flood,POINT (84 28)
UttarPradesh,Dead,UttarPradesh dead,,Hundreds dead,,"#Government #UttarPradesh Hundreds dead as monsoon brings chaos to northern #India, #Nepal http://t.co/qllEyVFZWY",Death,POINT (80.34975 26.46523)
Bihar,Killed,Bihar killed,in Bihar,At least 9 killed,,RT @NewsPost_India: At least 9 killed as Rapti Ganga Express rams autorickshaw in Bihar: At least nine people ... http://t.co/7xZsl8LhSx,Death,POINT (85.75 25.75)
India,Sweep Away,India sweep away,in India,,straw huts sweep away,"RT @NancyWonderful: Monsoon floods in #Nepal and #India cause 180 deaths, maroon villages, sweep away straw huts: http://t.co/vmwRiGVWsv #T…",Flood,POINT (79 22)
Nepal,Maroon,Nepal maroon,in Nepal,,villages maroon,"RT @NancyWonderful: Monsoon floods in #Nepal and #India cause 180 deaths, maroon villages, sweep away straw huts: http://t.co/vmwRiGVWsv #T…",Trapped,POINT (84 28)
Nepal,Sweep Away,Nepal sweep away,in Nepal,,straw huts sweep away,"RT @NancyWonderful: Monsoon floods in #Nepal and #India cause 180 deaths, maroon villages, sweep away straw huts: http://t.co/vmwRiGVWsv #T…",Flood,POINT (84 28)
Nepal,Deaths,Nepal deaths,in Nepal,180 deaths,,"RT @NancyWonderful: Monsoon floods in #Nepal and #India cause 180 deaths, maroon villages, sweep away straw huts: http://t.co/vmwRiGVWsv #T…",Death,POINT (84 28)
India,Deaths,India deaths,in India,180 deaths,,"RT @NancyWonderful: Monsoon floods in #Nepal and #India cause 180 deaths, maroon villages, sweep away straw huts: http://t.co/vmwRiGVWsv #T…",Death,POINT (79 22)
India,Kill,India kill,,nearly 200 kill,,"Nepal, India floods kill nearly 200 http://t.co/oKpwFwDi12",Death,POINT (79 22)
Nepal,Kill,Nepal kill,,nearly 200 kill,,"Nepal, India floods kill nearly 200 http://t.co/oKpwFwDi12",Death,POINT (84 28)
Nepal,Kills,Nepal Kills,in Nepal,At Least 180 Kills,,"Flooding in Nepal, India Kills At Least 180 http://t.co/lBW5O3GyBX #EMM",Death,POINT (84 28)
India,Kills,India Kills,in India,At Least 180 Kills,,"Flooding in Nepal, India Kills At Least 180 http://t.co/lBW5O3GyBX #EMM",Death,POINT (79 22)
northern India,Killed,northern India killed,in northern India,nearly 200 killed,people killed,Floods and landslides in Nepal and northern India have killed nearly 200 people and scores… http://t.co/VVYSM1XnFn,Death,POINT (-62.99728 18.234)
Nepal,Killed,Nepal killed,in Nepal,nearly 200 killed,people killed,Floods and landslides in Nepal and northern India have killed nearly 200 people and scores… http://t.co/VVYSM1XnFn,Death,POINT (84 28)
India,Dead,India dead,,180 dead,,"RT @truthchase01: 180 dead as floods wash away homes in Nepal, India - GEOENGINEERING FLOODING, DROUGHTING,KILLING IN A TOWN NEAR YOU - htt…",Death,POINT (79 22)
India,Wash Away,India wash away,,,homes wash away,"RT @truthchase01: 180 dead as floods wash away homes in Nepal, India - GEOENGINEERING FLOODING, DROUGHTING,KILLING IN A TOWN NEAR YOU - htt…",Flood,POINT (79 22)
Nepal,Wash Away,Nepal wash away,in Nepal,,homes wash away,"RT @truthchase01: 180 dead as floods wash away homes in Nepal, India - GEOENGINEERING FLOODING, DROUGHTING,KILLING IN A TOWN NEAR YOU - htt…",Flood,POINT (84 28)
Nepal,Dead,Nepal dead,in Nepal,180 dead,,"RT @truthchase01: 180 dead as floods wash away homes in Nepal, India - GEOENGINEERING FLOODING, DROUGHTING,KILLING IN A TOWN NEAR YOU - htt…",Death,POINT (84 28)
India,Wash Away,India wash away,in India,,homes wash away,"180 dead as floods wash away homes in Nepal, India: The death toll from three days of flooding and torrential ... http://t.co/avyuqYCrc6",Flood,POINT (79 22)
India,Dead,India dead,in India,180 dead,,"180 dead as floods wash away homes in Nepal, India: The death toll from three days of flooding and torrential ... http://t.co/avyuqYCrc6",Death,POINT (79 22)
Nepal,Wash Away,Nepal wash away,in Nepal,,homes wash away,"180 dead as floods wash away homes in Nepal, India: The death toll from three days of flooding and torrential ... http://t.co/avyuqYCrc6",Flood,POINT (84 28)
Nepal,Dead,Nepal dead,in Nepal,180 dead,,"180 dead as floods wash away homes in Nepal, India: The death toll from three days of flooding and torrential ... http://t.co/avyuqYCrc6",Death,POINT (84 28)
India,Death Toll,India death toll,in India,180 death toll,,"180 dead as floods wash away homes in Nepal, India: The death toll from three days of flooding and torrential ... http://t.co/avyuqYCrc6",Death,POINT (79 22)
Nepal,Death Toll,Nepal death toll,in Nepal,180 death toll,,"180 dead as floods wash away homes in Nepal, India: The death toll from three days of flooding and torrential ... http://t.co/avyuqYCrc6",Death,POINT (84 28)
India,Kill,India kill,,nearly 200 kill,,"Nepal, India floods kill nearly 200 http://t.co/RIun2hEruj #civil_vision",Death,POINT (79 22)
Nepal,Kill,Nepal kill,,nearly 200 kill,,"Nepal, India floods kill nearly 200 http://t.co/RIun2hEruj #civil_vision",Death,POINT (84 28)
INDIA: UTTAR PRADESH,Hit,INDIA: UTTAR PRADESH HIT,,"OVER 1,000 HIT",VILLAGES HIT,"INDIA: UTTAR PRADESH FLOODS CLAIM 41 LIVES, OVER 1,000 VILLAGES HIT http://t.co/TlnuNFJo5D",Other,POINT (80.75 27.25)
INDIA: UTTAR PRADESH,Claim,INDIA: UTTAR PRADESH CLAIM,,41 CLAIM,LIVES CLAIM,"INDIA: UTTAR PRADESH FLOODS CLAIM 41 LIVES, OVER 1,000 VILLAGES HIT http://t.co/TlnuNFJo5D",Death,POINT (80.75 27.25)
India,Sweep Away,India sweep away,in India,,straw huts sweep away,"RT @JoanieGentian: RT @ruisaldanha: @AP Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: http://…",Flood,POINT (79 22)
Nepal,Maroon,Nepal maroon,in Nepal,,villages maroon,"RT @JoanieGentian: RT @ruisaldanha: @AP Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: http://…",Trapped,POINT (84 28)
India,Maroon,India maroon,in India,,villages maroon,"RT @JoanieGentian: RT @ruisaldanha: @AP Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: http://…",Trapped,POINT (79 22)
Nepal,Deaths,Nepal deaths,in Nepal,180 deaths,,"RT @JoanieGentian: RT @ruisaldanha: @AP Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: http://…",Death,POINT (84 28)
India,Deaths,India deaths,in India,180 deaths,,"RT @JoanieGentian: RT @ruisaldanha: @AP Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: http://…",Death,POINT (79 22)
India,Killed,India killed,in northern and eastern India,Dozens killed,,*@cnnbrk: Dozens killed in flooding in northern and eastern India. http://t.co/n0aY0de3Ge* UGH! This is where our priest has gone home to😢,Death,POINT (79 22)
India,Dead,India dead,in India,180 dead,,"180 dead in Nepal, India floods, thousands displaced http://t.co/2cIu2aYSXk via foxheadlines #news",Death,POINT (79 22)
India,Displaced,India displaced,in India,thousands displaced,,"180 dead in Nepal, India floods, thousands displaced http://t.co/2cIu2aYSXk via foxheadlines #news",Other,POINT (79 22)
Nepal,Displaced,Nepal displaced,in Nepal,thousands displaced,,"180 dead in Nepal, India floods, thousands displaced http://t.co/2cIu2aYSXk via foxheadlines #news",Other,POINT (84 28)
Nepal,Dead,Nepal dead,in Nepal,180 dead,,"180 dead in Nepal, India floods, thousands displaced http://t.co/2cIu2aYSXk via foxheadlines #news",Death,POINT (84 28)
India,Killed,India Killed,in India,Atleast 160 Killed,,Atleast 160 Killed in India and Nepal Floods http://t.co/EGhqRnSMgO http://t.co/LOejklM5CO #india #asia,Death,POINT (79 22)
india,Killed,india Killed,in india,Atleast 160 Killed,,Atleast 160 Killed in India and Nepal Floods http://t.co/EGhqRnSMgO http://t.co/LOejklM5CO #india #asia,Death,POINT (79 22)
Nepal,Killed,Nepal Killed,in Nepal,Atleast 160 Killed,,Atleast 160 Killed in India and Nepal Floods http://t.co/EGhqRnSMgO http://t.co/LOejklM5CO #india #asia,Death,POINT (84 28)
Nepal,Maroon,Nepal maroon,in Nepal,,villages maroon,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authorities in Nep... http://t.co/lV90HfEHgG",Trapped,POINT (84 28)
Nepal,Sweep Away,Nepal sweep away,in Nepal,,straw huts sweep away,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authorities in Nep... http://t.co/lV90HfEHgG",Flood,POINT (84 28)
India,Maroon,India maroon,in India,,villages maroon,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authorities in Nep... http://t.co/lV90HfEHgG",Trapped,POINT (79 22)
Nepal,Deaths,Nepal deaths,in Nepal,180 deaths,,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authorities in Nep... http://t.co/lV90HfEHgG",Death,POINT (84 28)
India,Sweep Away,India sweep away,in India,,straw huts sweep away,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authorities in Nep... http://t.co/lV90HfEHgG",Flood,POINT (79 22)
India,Deaths,India deaths,in India,180 deaths,,"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: Authorities in Nep... http://t.co/lV90HfEHgG",Death,POINT (79 22)
Nepal,Disease,Nepal disease,,,,"Nepal #flood toll hits 101, fears of disease rise @timesofindia http://t.co/K8xRIAF2nT",Other,POINT (84 28)
Nepal,Toll,Nepal toll,,101 toll,,"Nepal #flood toll hits 101, fears of disease rise @timesofindia http://t.co/K8xRIAF2nT",Other,POINT (84 28)
India,Displaced,India displaced,in India,thousands displaced,,"180 dead in Nepal and India floods, thousands displaced via the @FoxNews iPhone app http://t.co/jN5HqBXJ1K",Other,POINT (79 22)
India,Dead,India dead,in India,180 dead,,"180 dead in Nepal and India floods, thousands displaced via the @FoxNews iPhone app http://t.co/jN5HqBXJ1K",Death,POINT (79 22)
Nepal,Dead,Nepal dead,in Nepal,180 dead,,"180 dead in Nepal and India floods, thousands displaced via the @FoxNews iPhone app http://t.co/jN5HqBXJ1K",Death,POINT (84 28)
Nepal,Displaced,Nepal displaced,in Nepal,thousands displaced,,"180 dead in Nepal and India floods, thousands displaced via the @FoxNews iPhone app http://t.co/jN5HqBXJ1K",Other,POINT (84 28)
India,Claim,India claim,,at least 180 claim,lives claim,#Auto​News​ Nepal and India begin relief efforts as monsoon floods claim at least 180 lives – The Guardian http://t.co/k1omjy4WjU,Death,POINT (79 22)
Northern India,Dead,Northern India Dead,to Northern India,Hundreds Dead,,"Hundreds Dead as Monsoon Brings Chaos to Northern India, Nepal http://t.co/LIYqjlNCYh #Truth #InfoWars",Death,POINT (-62.99728 18.234)
Nepal,Dead,Nepal Dead,to Nepal,Hundreds Dead,,"Hundreds Dead as Monsoon Brings Chaos to Northern India, Nepal http://t.co/LIYqjlNCYh #Truth #InfoWars",Death,POINT (84 28)
India,Dead,India dead,in India,180 dead,,"180 dead in Nepal and India floods, thousands displaced http://t.co/eJiukLqH8x",Death,POINT (79 22)
Nepal,Dead,Nepal dead,in Nepal,180 dead,,"180 dead in Nepal and India floods, thousands displaced http://t.co/eJiukLqH8x",Death,POINT (84 28)
Nepal,Displaced,Nepal displaced,in Nepal,thousands displaced,,"180 dead in Nepal and India floods, thousands displaced http://t.co/eJiukLqH8x",Other,POINT (84 28)
India,Killed,India killed,in northern and eastern India,Dozens killed,people killed,"Dozens of people have been killed in flooding in northern and eastern India, while the dea smartsensors.me http://t.co/mSyDqeBPzT",Death,POINT (79 22)
Biha,Killed,Biha killed,,21 killed,a family killed,Latest : Bihar: 21 of a family killed as train hits auto - Hindustan Times: Times of IndiaBihar: 2... http://t.co/VPjePAi2U1 #IndianNews,Death,POINT (72.29549 35.06517)
India,Killed,India Killed,in India,Scores Killed,,Scores Killed in Flooding in Nepal and India - New York Times http://t.co/imy55fMY0n,Death,POINT (79 22)
Nepal,Killed,Nepal Killed,in Nepal,Scores Killed,,Scores Killed in Flooding in Nepal and India - New York Times http://t.co/imy55fMY0n,Death,POINT (84 28)
Nepal,Kill,Nepal kill,in Nepal,180 kill,,"Monsoon floods in Nepal and India kill 180, maroon villages: Watch the video above: Raw video of monsoon flood... http://t.co/e8xOlAKoYc",Death,POINT (84 28)
India,Kill,India kill,in India,180 kill,,"Monsoon floods in Nepal and India kill 180, maroon villages: Watch the video above: Raw video of monsoon flood... http://t.co/e8xOlAKoYc",Death,POINT (79 22)
Nepal,Maroon,Nepal maroon,in Nepal,,villages maroon,"Monsoon floods in Nepal and India kill 180, maroon villages: Watch the video above: Raw video of monsoon flood... http://t.co/e8xOlAKoYc",Trapped,POINT (84 28)
India,Maroon,India maroon,in India,,villages maroon,"Monsoon floods in Nepal and India kill 180, maroon villages: Watch the video above: Raw video of monsoon flood... http://t.co/e8xOlAKoYc",Trapped,POINT (79 22)
India,Dead And Missing,India dead and missing,in India,Hundreds dead and missing,people dead and missing,"Hundreds of people are dead and missing in #India and #Nepal, after weekend monsoons on the countries' border: http://t.co/knR0plSZuh #ktuu",Other,POINT (79 22)
California,Fire,California fire,in California,,city fire,"Biggest quakes by magnitude in California: California, where a quake and fire devastated the city of San Franc  http://t.co/pSYcwBNVHa",Fire,POINT (-116.78467 34.68743)
California,Devastated,California devastated,in California,,city devastated,"Biggest quakes by magnitude in California: California, where a quake and fire devastated the city of San Franc  http://t.co/pSYcwBNVHa",Other,POINT (-116.78467 34.68743)
San Franc,Devastated,San Franc devastated,,,city devastated,"Biggest quakes by magnitude in California: California, where a quake and fire devastated the city of San Franc  http://t.co/pSYcwBNVHa",Other,POINT (2.35387 48.93564)
San Franc,Fire,San Franc fire,,,city fire,"Biggest quakes by magnitude in California: California, where a quake and fire devastated the city of San Franc  http://t.co/pSYcwBNVHa",Fire,POINT (2.35387 48.93564)
Napa,Hurt,Napa Hurt,In Napa,Dozens Hurt,,"Strong Magnitude 6 Earthquake Rocks San Francisco Bay Area, Dozens Hurt, Significant Damage In Napa -- CBS San Fran http://t.co/yCJtW6z3FJ",Injury,POINT (-122.28553 38.29714)
San Francisco Bay Area,Hurt,San Francisco Bay Area Hurt,,Dozens Hurt,,"Strong Magnitude 6 Earthquake Rocks San Francisco Bay Area, Dozens Hurt, Significant Damage In Napa -- CBS San Fran http://t.co/yCJtW6z3FJ",Injury,POINT (-122.41942 37.77493)
Napa,Damage,Napa Damage,In Napa,Significant Damage,,"Strong Magnitude 6 Earthquake Rocks San Francisco Bay Area, Dozens Hurt, Significant Damage In Napa -- CBS San Fran http://t.co/yCJtW6z3FJ",Damage,POINT (-122.28553 38.29714)
USA,Shakes,USA Shakes,Bay Area USA,,,→ USA http://t.co/YPYY9uwxTh → Strong Earthquake Shakes Bay Area in California USA → An earthquake with a preliminary magnitude of 6.0 was …,Other,POINT (-57.65625 -14.60485)
California,Shakes,California Shakes,Bay Area California,,,→ USA http://t.co/YPYY9uwxTh → Strong Earthquake Shakes Bay Area in California USA → An earthquake with a preliminary magnitude of 6.0 was …,Other,POINT (-116.78467 34.68743)
